s2_scene_id,cloud_percentage,output_fn,season,patch_id
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00004_2.tif,harvest,g19_00004_2
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00004_3.tif,harvest,g19_00004_3
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00004_4.tif,harvest,g19_00004_4
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00004_5.tif,harvest,g19_00004_5
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00004_6.tif,harvest,g19_00004_6
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00004_7.tif,harvest,g19_00004_7
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00004_8.tif,harvest,g19_00004_8
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00004_9.tif,harvest,g19_00004_9
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_0.tif,harvest,g19_00005_0
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_10.tif,harvest,g19_00005_10
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0015356265356265355,data/fieldscapes_final/latvia/harvest/g19_00005_11.tif,harvest,g19_00005_11
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_12.tif,harvest,g19_00005_12
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_13.tif,harvest,g19_00005_13
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_14.tif,harvest,g19_00005_14
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_15.tif,harvest,g19_00005_15
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_16.tif,harvest,g19_00005_16
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_17.tif,harvest,g19_00005_17
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0003078817733990148,data/fieldscapes_final/latvia/harvest/g19_00005_2.tif,harvest,g19_00005_2
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_3.tif,harvest,g19_00005_3
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.000308546744831842,data/fieldscapes_final/latvia/harvest/g19_00005_4.tif,harvest,g19_00005_4
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.00030478512648582747,data/fieldscapes_final/latvia/harvest/g19_00005_5.tif,harvest,g19_00005_5
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_6.tif,harvest,g19_00005_6
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_7.tif,harvest,g19_00005_7
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_8.tif,harvest,g19_00005_8
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00005_9.tif,harvest,g19_00005_9
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_0.tif,harvest,g19_00006_0
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.00030703101013202335,data/fieldscapes_final/latvia/harvest/g19_00006_1.tif,harvest,g19_00006_1
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_10.tif,harvest,g19_00006_10
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_11.tif,harvest,g19_00006_11
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_12.tif,harvest,g19_00006_12
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0009099181073703367,data/fieldscapes_final/latvia/harvest/g19_00006_13.tif,harvest,g19_00006_13
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_14.tif,harvest,g19_00006_14
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0006101281269066504,data/fieldscapes_final/latvia/harvest/g19_00006_15.tif,harvest,g19_00006_15
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_16.tif,harvest,g19_00006_16
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_17.tif,harvest,g19_00006_17
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_18.tif,harvest,g19_00006_18
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_2.tif,harvest,g19_00006_2
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_3.tif,harvest,g19_00006_3
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_4.tif,harvest,g19_00006_4
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_5.tif,harvest,g19_00006_5
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_6.tif,harvest,g19_00006_6
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_7.tif,harvest,g19_00006_7
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_8.tif,harvest,g19_00006_8
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00006_9.tif,harvest,g19_00006_9
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_0.tif,harvest,g19_00007_0
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_1.tif,harvest,g19_00007_1
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_10.tif,harvest,g19_00007_10
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0006140620202640467,data/fieldscapes_final/latvia/harvest/g19_00007_12.tif,harvest,g19_00007_12
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0012232415902140672,data/fieldscapes_final/latvia/harvest/g19_00007_13.tif,harvest,g19_00007_13
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_14.tif,harvest,g19_00007_14
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_15.tif,harvest,g19_00007_15
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_16.tif,harvest,g19_00007_16
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_17.tif,harvest,g19_00007_17
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_2.tif,harvest,g19_00007_2
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_3.tif,harvest,g19_00007_3
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_4.tif,harvest,g19_00007_4
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_5.tif,harvest,g19_00007_5
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_6.tif,harvest,g19_00007_6
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_7.tif,harvest,g19_00007_7
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_8.tif,harvest,g19_00007_8
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00007_9.tif,harvest,g19_00007_9
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0006114338122898196,data/fieldscapes_final/latvia/harvest/g19_00008_0.tif,harvest,g19_00008_0
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.002770083102493075,data/fieldscapes_final/latvia/harvest/g19_00008_1.tif,harvest,g19_00008_1
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_10.tif,harvest,g19_00008_10
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_11.tif,harvest,g19_00008_11
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_12.tif,harvest,g19_00008_12
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_13.tif,harvest,g19_00008_13
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_14.tif,harvest,g19_00008_14
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_15.tif,harvest,g19_00008_15
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_16.tif,harvest,g19_00008_16
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_17.tif,harvest,g19_00008_17
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_18.tif,harvest,g19_00008_18
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_2.tif,harvest,g19_00008_2
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_3.tif,harvest,g19_00008_3
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_4.tif,harvest,g19_00008_4
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_5.tif,harvest,g19_00008_5
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_6.tif,harvest,g19_00008_6
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00008_7.tif,harvest,g19_00008_7
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0003059039461609055,data/fieldscapes_final/latvia/harvest/g19_00008_8.tif,harvest,g19_00008_8
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.00030665440049064706,data/fieldscapes_final/latvia/harvest/g19_00008_9.tif,harvest,g19_00008_9
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_0.tif,harvest,g19_00009_0
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_1.tif,harvest,g19_00009_1
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_10.tif,harvest,g19_00009_10
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_11.tif,harvest,g19_00009_11
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_12.tif,harvest,g19_00009_12
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_13.tif,harvest,g19_00009_13
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_14.tif,harvest,g19_00009_14
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_15.tif,harvest,g19_00009_15
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_16.tif,harvest,g19_00009_16
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_17.tif,harvest,g19_00009_17
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_18.tif,harvest,g19_00009_18
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_2.tif,harvest,g19_00009_2
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_3.tif,harvest,g19_00009_3
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_4.tif,harvest,g19_00009_4
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_5.tif,harvest,g19_00009_5
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0003051571559353067,data/fieldscapes_final/latvia/harvest/g19_00009_6.tif,harvest,g19_00009_6
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_7.tif,harvest,g19_00009_7
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_8.tif,harvest,g19_00009_8
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00009_9.tif,harvest,g19_00009_9
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_0.tif,harvest,g19_00010_0
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_1.tif,harvest,g19_00010_1
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_10.tif,harvest,g19_00010_10
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_11.tif,harvest,g19_00010_11
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_12.tif,harvest,g19_00010_12
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_13.tif,harvest,g19_00010_13
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_14.tif,harvest,g19_00010_14
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_15.tif,harvest,g19_00010_15
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_16.tif,harvest,g19_00010_16
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_17.tif,harvest,g19_00010_17
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_3.tif,harvest,g19_00010_3
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.002456248081056187,data/fieldscapes_final/latvia/harvest/g19_00010_4.tif,harvest,g19_00010_4
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.009791921664626682,data/fieldscapes_final/latvia/harvest/g19_00010_5.tif,harvest,g19_00010_5
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_6.tif,harvest,g19_00010_6
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_7.tif,harvest,g19_00010_7
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_8.tif,harvest,g19_00010_8
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00010_9.tif,harvest,g19_00010_9
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.00030385900941962927,data/fieldscapes_final/latvia/harvest/g19_00011_0.tif,harvest,g19_00011_0
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_1.tif,harvest,g19_00011_1
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_10.tif,harvest,g19_00011_10
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_11.tif,harvest,g19_00011_11
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_12.tif,harvest,g19_00011_12
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_13.tif,harvest,g19_00011_13
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_14.tif,harvest,g19_00011_14
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_15.tif,harvest,g19_00011_15
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0003059039461609055,data/fieldscapes_final/latvia/harvest/g19_00011_16.tif,harvest,g19_00011_16
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_17.tif,harvest,g19_00011_17
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_18.tif,harvest,g19_00011_18
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_2.tif,harvest,g19_00011_2
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_3.tif,harvest,g19_00011_3
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_4.tif,harvest,g19_00011_4
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_5.tif,harvest,g19_00011_5
S2A_MSIL2A_20211008T093041_R136_T35VMC_20211008T204805,0.0,data/fieldscapes_final/latvia/harvest/g19_00011_6.tif,harvest,g19_00011_6
